timestep,uplink_bandwidth,downlink_bandwidth,network_delay_ms,packet_loss_rate,channel_utilization,load_factor,snr_db,is_outage,is_congestion,is_jitter_storm
355,133.91,220.437,8.279,0.02304,0.1298,1.2168,10.5,0,0,0
356,104.296,202.483,11.231,0.01136,0.0742,1.2068,9.99,0,0,0
357,120.337,192.558,9.242,0.01735,0.1442,1.1967,9.78,0,0,0
358,128.775,186.237,7.463,0.00291,0.1303,1.1865,11.0,0,0,0
359,154.535,283.473,13.879,0.02602,0.0667,1.1761,11.9,0,0,0
360,151.074,290.6,13.119,0.06237,0.1346,1.2557,13.35,0,0,0
361,139.883,231.1,48.385,0.17775,0.1486,1.3026,13.19,0,0,0
362,175.121,314.771,25.575,0.00471,0.2951,1.2269,15.07,0,0,0
363,187.818,267.193,33.168,0.09622,0.1643,1.2012,16.03,0,0,0
364,203.139,311.71,28.415,0.01082,0.2663,1.2578,18.19,0,0,0
365,209.862,367.403,44.765,0.0164,0.1516,1.2019,17.7,0,0,0
366,184.983,328.319,20.62,0.00958,0.171,1.2134,16.75,0,0,0
367,219.569,355.129,20.72,0.01853,0.1818,1.1699,18.62,0,0,0
368,122.288,200.547,65.703,0.19626,0.338,1.2138,16.72,0,0,0
369,218.197,280.938,28.551,0.09195,0.186,1.1451,19.15,0,0,0
370,189.658,303.393,42.199,0.08763,0.2863,1.1689,18.45,0,0,0
371,178.742,293.812,41.911,0.08345,0.2836,1.1052,19.07,0,0,0
372,208.725,375.216,34.116,0.1102,0.1421,1.1389,19.47,0,0,0
373,202.685,286.558,50.938,0.14808,0.235,1.1076,20.35,0,0,0
374,171.337,222.514,40.038,0.08272,0.2342,1.1113,17.99,0,0,0
375,166.19,312.102,40.032,0.21255,0.0976,1.1025,17.79,0,0,0
376,129.678,210.467,70.614,0.31365,0.2264,1.1037,17.86,0,0,0
377,165.824,258.879,50.554,0.13724,0.3546,1.0824,17.27,0,0,0
378,215.99,413.779,28.08,0.05757,0.2543,1.0386,18.67,0,0,0
379,164.823,266.064,60.087,0.22503,0.2913,1.0448,18.35,0,0,0
380,182.698,299.296,43.202,0.03094,0.327,1.0336,17.73,0,0,0
381,211.575,367.714,27.543,0.08129,0.2474,1.0224,19.78,0,0,0
382,211.742,300.804,32.163,0.03241,0.2445,1.0062,19.57,0,0,0
383,193.686,354.401,49.346,0.10831,0.3016,1.0051,18.49,0,0,0
384,171.167,296.66,24.492,0.02015,0.2631,0.9641,17.04,0,0,0
385,203.005,352.009,22.94,0.01612,0.2764,0.9806,18.36,0,0,0
386,145.482,245.082,52.433,0.19905,0.2409,0.9622,16.68,0,0,0
387,178.355,281.165,46.767,0.05388,0.3962,0.9788,16.62,0,0,0
388,171.156,251.915,32.503,0.03075,0.3321,0.9281,16.73,0,0,0
389,195.933,321.515,44.337,0.13998,0.1926,0.9499,18.18,0,0,0
390,223.44,340.19,20.099,0.02528,0.2491,0.8693,20.8,0,0,0
391,221.169,301.172,42.223,0.01761,0.4311,0.9614,22.96,0,0,0
392,204.453,386.62,46.126,0.1625,0.2475,0.866,22.36,0,0,0
393,222.687,276.352,35.281,0.00766,0.4836,0.8833,22.83,0,0,0
394,264.119,338.446,37.399,0.01447,0.2946,0.8682,23.99,0,0,0
395,201.007,359.924,44.127,0.08921,0.3816,0.8582,21.69,0,0,0
396,184.623,252.271,40.044,0.09436,0.3752,0.8909,20.47,0,0,0
397,201.683,311.512,34.868,0.01644,0.407,0.8812,21.23,0,0,0
398,188.918,369.83,46.526,0.09524,0.4417,0.8016,21.06,0,0,0
399,204.185,330.748,31.904,0.00544,0.4615,0.8322,19.72,0,0,0
400,188.706,268.045,128.923,0.11295,0.3657,0.773,22.5,0,0,1
401,191.15,295.606,106.506,0.09979,0.4992,0.8289,22.23,0,0,1
402,194.667,269.716,98.549,0.07082,0.4413,0.825,21.29,0,0,1
403,205.453,334.15,61.983,0.04025,0.4487,0.7638,22.08,0,0,1
404,203.89,286.886,41.716,0.02949,0.4931,0.7278,22.18,0,0,1
405,217.984,388.719,56.785,0.09728,0.4085,0.742,23.1,0,0,1
406,228.362,429.388,43.906,0.02043,0.5026,0.7563,25.94,0,0,1
407,205.513,377.516,71.775,0.04535,0.5831,0.7259,25.58,0,0,1
408,281.625,520.016,178.558,0.05016,0.3625,0.7256,27.0,0,0,1
409,111.644,183.468,210.334,0.49087,0.4481,0.7481,26.03,0,0,1
410,227.683,338.121,222.761,0.06805,0.5123,0.7483,26.33,0,0,1
411,246.456,317.68,69.318,0.04417,0.5185,0.7287,27.52,0,0,1
412,209.833,408.102,68.539,0.04404,0.629,0.7093,27.45,0,0,1
413,227.012,437.987,100.799,0.07306,0.5904,0.7551,28.84,0,0,1
414,222.496,389.802,98.139,0.08427,0.5615,0.6712,26.46,0,0,1
415,209.168,373.83,98.614,0.1005,0.5763,0.7301,27.03,0,0,1
416,202.636,357.8,132.31,0.13689,0.5763,0.7066,25.66,0,0,1
417,191.464,247.154,115.305,0.08408,0.6646,0.6934,24.6,0,0,1
418,163.846,290.312,92.877,0.06826,0.6112,0.7005,23.81,0,0,1
419,171.787,219.155,61.14,0.13162,0.5105,0.6178,22.24,0,0,1
420,192.518,277.563,173.759,0.06879,0.5683,0.6678,22.92,0,0,1
421,163.099,308.943,135.993,0.114,0.5636,0.6531,21.11,0,0,1
422,190.754,357.126,88.8,0.06653,0.6167,0.5987,21.02,0,0,1
423,145.144,210.902,328.271,0.09848,0.6849,0.6571,20.53,0,0,1
424,105.605,167.999,88.044,0.17644,0.6122,0.6557,17.98,0,0,1
425,151.162,225.431,120.021,0.06381,0.6694,0.6595,18.91,0,0,1
426,127.028,200.922,63.359,0.06422,0.5754,0.6512,15.32,0,0,1
427,87.463,121.207,83.091,0.07036,0.6694,0.6356,13.81,0,0,1
428,155.277,234.804,126.079,0.03096,0.5626,0.6403,16.84,0,0,1
429,151.569,199.293,44.975,0.03017,0.6232,0.5877,18.23,0,0,1
430,130.669,162.055,61.333,0.1889,0.6897,0.6405,20.41,0,0,1
431,192.065,275.083,299.769,0.06073,0.6373,0.621,21.79,0,0,1
432,135.848,195.242,113.397,0.12442,0.6641,0.6043,20.76,0,0,1
433,157.364,273.134,87.264,0.06703,0.6649,0.5804,21.75,0,0,1
434,151.214,254.663,52.805,0.05201,0.7043,0.6167,19.88,0,0,1
435,127.558,219.545,115.536,0.03176,0.6852,0.6134,16.37,0,0,1
436,131.65,172.245,126.709,0.07617,0.6841,0.5978,16.55,0,0,1
437,115.176,174.416,97.147,0.16938,0.5772,0.6275,16.5,0,0,1
438,95.135,114.987,135.701,0.11273,0.672,0.5925,14.69,0,0,1
439,116.952,213.806,74.585,0.03198,0.6734,0.6278,15.86,0,0,1
440,158.84,240.693,178.128,0.12415,0.625,0.6034,19.56,0,0,1
441,128.344,181.045,134.344,0.0528,0.7197,0.5767,18.37,0,0,1
442,151.948,253.221,158.695,0.2375,0.5538,0.6079,19.85,0,0,1
443,145.612,227.34,135.54,0.09671,0.6551,0.5993,19.58,0,0,1
444,136.195,270.198,209.214,0.20387,0.7021,0.646,20.01,0,0,1
445,145.362,185.53,105.458,0.06151,0.7124,0.6255,20.79,0,0,1
446,124.364,169.741,201.881,0.10713,0.6504,0.6102,18.89,0,0,1
447,155.158,235.08,192.956,0.06331,0.6245,0.6278,19.98,0,0,1
448,141.399,220.362,63.927,0.07024,0.6378,0.5981,18.2,0,0,1
449,108.095,193.071,65.885,0.04296,0.7989,0.6262,17.56,0,0,1
450,159.861,264.569,46.06,0.03228,0.6807,0.6195,19.44,0,0,1
451,187.595,334.56,32.864,0.02504,0.6032,0.5757,20.95,0,0,0
452,158.929,226.361,37.013,0.07502,0.6962,0.5796,22.1,0,0,0
453,148.32,202.725,35.12,0.0382,0.7534,0.5837,20.17,0,0,0
454,128.107,166.612,48.793,0.17919,0.5712,0.5881,20.16,0,0,0
455,199.346,249.321,27.685,0.02992,0.5948,0.5928,22.03,0,0,0
456,191.236,296.444,24.99,0.00116,0.6217,0.5978,21.35,0,0,0
457,177.76,257.973,38.519,0.01968,0.6443,0.603,22.63,0,0,0
458,171.726,259.296,34.087,0.05407,0.596,0.6084,20.98,0,0,0
459,165.395,246.529,41.003,0.14539,0.5652,0.6141,21.32,0,0,0
460,245.851,419.38,24.338,0.01225,0.494,0.6201,24.65,0,0,0
461,231.17,291.676,32.122,0.07149,0.5945,0.6262,25.13,0,0,0
462,200.981,247.893,36.077,0.00703,0.6758,0.6326,26.72,0,0,0
463,209.399,399.518,46.323,0.10606,0.6284,0.6393,27.91,0,0,0
464,236.83,366.546,30.091,0.00823,0.5621,0.6462,27.31,0,0,0
465,248.901,374.668,28.55,0.0025,0.5838,0.6533,27.56,0,0,0
466,219.503,369.071,44.757,0.11176,0.5622,0.6606,27.97,0,0,0
467,242.461,457.608,35.148,0.07869,0.5029,0.6681,26.75,0,0,0
468,245.588,327.351,37.825,0.05678,0.5816,0.6759,29.18,0,0,0
469,279.251,450.945,32.863,0.00368,0.5543,0.6838,28.48,0,0,0
470,248.684,355.883,27.731,0.02479,0.6102,0.692,30.46,0,0,0
471,256.876,330.818,40.647,0.03201,0.5903,0.7003,30.5,0,0,0
472,259.277,449.284,26.831,0.01899,0.6038,0.7088,29.97,0,0,0
473,279.45,546.724,29.297,0.06529,0.5314,0.7175,32.36,0,0,0
474,294.092,428.677,35.321,0.06519,0.5211,0.7264,33.72,0,0,0
475,288.95,449.597,34.845,0.06225,0.5702,0.7355,35.56,0,0,0
476,362.15,536.359,16.937,0.00816,0.4636,0.7447,36.9,0,0,0
477,363.578,452.546,17.375,0.00057,0.4516,0.7541,36.71,0,0,0
478,307.334,587.377,18.876,0.02133,0.5014,0.7637,34.63,0,0,0
479,270.507,429.293,36.98,0.11644,0.6261,0.7734,34.06,0,0,0
480,320.39,436.909,24.142,0.0149,0.4816,0.7832,33.23,0,0,0
481,301.387,470.33,22.6,0.02004,0.4546,0.7932,30.59,0,0,0
482,272.81,339.82,22.075,0.00281,0.5749,0.8033,28.46,0,0,0
483,239.823,455.943,30.182,0.04224,0.5847,0.8135,27.8,0,0,0
484,244.843,334.249,28.956,0.00238,0.555,0.8239,27.44,0,0,0
485,264.622,415.342,33.19,0.06046,0.4995,0.8343,29.11,0,0,0
486,254.205,461.54,31.604,0.0338,0.4989,0.8449,27.56,0,0,0
487,267.706,384.064,16.493,0.0268,0.4766,0.8556,28.11,0,0,0
488,285.39,543.853,19.757,0.04257,0.4113,0.8663,28.14,0,0,0
489,271.648,417.588,25.466,0.04782,0.5234,0.8772,30.9,0,0,0
490,209.481,364.206,98.246,0.09659,0.6846,0.9206,24.05,0,1,0
491,182.774,311.278,73.447,0.07057,0.6422,0.9141,22.39,0,1,0
492,114.922,176.509,72.418,0.21877,0.5345,0.9101,16.48,0,1,0
493,60.464,101.022,103.203,0.24258,0.7752,0.9287,12.51,0,1,0
494,105.518,190.601,80.645,0.10764,0.6183,0.9574,14.14,0,1,0
495,82.68,158.673,86.633,0.17384,0.6264,0.9736,10.94,0,1,0
496,56.846,99.594,72.698,0.15325,0.5629,0.9898,6.17,0,1,0
497,32.265,33.324,95.567,0.18244,0.6325,0.9886,4.07,0,1,0
498,23.944,22.264,93.255,0.1677,0.5534,0.9774,1.66,0,1,0
499,45.747,79.007,62.634,0.21028,0.4843,0.9987,3.2,0,1,0
500,35.447,35.235,105.737,0.28093,0.5085,1.0275,2.6,0,1,0
501,19.753,27.095,72.936,0.17389,0.5058,1.0413,1.0,0,1,0
502,22.857,24.674,101.424,0.12862,0.4612,1.0576,1.11,0,1,1
503,14.416,25.303,86.822,0.11089,0.6098,1.0814,-0.72,0,1,0
504,25.991,31.103,112.292,0.20358,0.5796,1.0852,-0.52,0,1,1
505,15.934,21.124,105.623,0.26463,0.5405,1.1264,-0.5,0,1,0
506,19.299,37.706,116.306,0.26155,0.5257,1.1076,-2.94,0,1,0
507,15.408,21.786,72.834,0.11659,0.4625,1.1063,-3.31,0,1,0
508,40.621,68.501,73.695,0.12686,0.448,1.1574,-3.33,0,1,0
509,15.754,23.208,267.654,0.25266,0.6271,1.1559,-3.38,0,1,1
510,13.019,3.373,65.765,0.13444,0.4226,1.1469,-3.73,0,1,0
511,24.823,48.658,169.461,0.2447,0.4493,1.1278,-8.25,0,1,1
512,33.742,66.959,73.787,0.17926,0.4117,1.2112,-7.94,0,1,0
513,37.623,78.463,91.024,0.10984,0.4751,1.2119,-9.14,0,1,0
514,24.48,36.129,77.694,0.22574,0.4813,1.1826,-10.0,0,1,0
515,20.318,28.63,88.917,0.16323,0.3661,1.2332,-10.0,0,1,0
516,36.328,63.416,78.04,0.16878,0.3842,1.2586,-10.0,0,1,0
517,25.646,52.817,63.966,0.11061,0.3312,1.2615,-10.0,0,1,0
518,17.072,46.016,171.608,0.1856,0.2657,1.3142,-10.0,0,1,1
519,10.155,15.106,57.095,0.08264,0.4792,1.2568,-10.0,0,1,0
520,14.199,26.414,114.72,0.17431,0.6697,1.4868,-10.0,0,1,0
521,28.558,24.588,93.607,0.09562,0.5057,1.5116,-10.0,0,1,0
522,35.293,55.881,112.317,0.21975,0.5422,1.5538,-10.0,0,1,0
523,21.893,42.177,113.103,0.13,0.4107,1.5809,-10.0,0,1,1
524,30.573,66.282,85.215,0.13764,0.4,1.4853,-10.0,0,1,0
525,28.833,49.027,95.558,0.083,0.5147,1.522,-10.0,0,1,0
526,32.25,48.595,135.484,0.14564,0.4087,1.5661,-10.0,0,1,1
527,21.434,28.128,118.499,0.20681,0.4786,1.555,-10.0,0,1,0
528,34.701,45.384,100.738,0.08417,0.3391,1.5362,-10.0,0,1,0
529,26.315,43.619,146.631,0.1063,0.3958,1.5897,-10.0,0,1,1
530,43.803,68.968,72.636,0.11248,0.3744,1.563,-10.0,0,1,0
531,23.568,47.703,107.08,0.16072,0.4171,1.6062,-10.0,0,1,0
532,17.825,25.47,85.832,0.08768,0.4677,1.5216,-10.0,0,1,0
533,20.426,32.243,143.252,0.29381,0.5327,1.6394,-10.0,0,1,0
534,30.482,35.71,128.137,0.38223,0.2098,1.6269,-10.0,0,1,0
535,45.955,77.795,64.319,0.06445,0.3779,1.6192,-9.96,0,1,0
536,8.368,13.087,101.561,0.15236,0.3393,1.6888,-9.15,0,1,0
537,11.19,5.961,107.052,0.32375,0.3849,1.6132,-10.0,0,1,0
538,24.653,46.649,97.238,0.15433,0.369,1.6274,-9.92,0,1,0
539,29.164,39.488,105.634,0.1394,0.3635,1.6138,-10.0,0,1,0
540,13.375,15.028,117.822,0.145,0.4011,1.6524,-10.0,0,1,0
541,23.641,33.198,107.815,0.15893,0.5187,1.7009,-9.85,0,1,0
542,17.009,39.099,98.001,0.16938,0.3834,1.6741,-10.0,0,1,0
543,24.069,52.753,127.468,0.14256,0.4262,1.752,-10.0,0,1,0
544,23.119,30.255,98.747,0.19578,0.4631,1.7147,-10.0,0,1,0
545,28.523,31.246,126.544,0.26074,0.4769,1.7047,-10.0,0,1,0
546,13.085,27.384,238.757,0.15312,0.2803,1.4819,-8.99,0,1,1
547,17.142,29.714,71.313,0.19126,0.2451,1.4838,-10.0,0,1,0
548,40.479,73.281,82.171,0.1149,0.3433,1.4829,-10.0,0,1,0
549,43.842,68.851,78.623,0.1524,0.1765,1.5193,-9.29,0,1,0
550,17.469,32.057,77.864,0.137,0.2579,1.563,-10.0,0,1,0
551,13.745,27.246,101.609,0.2032,0.2856,1.5288,-9.73,0,1,1
552,43.889,64.224,62.223,0.13593,0.269,1.5069,-9.22,0,1,0
553,16.735,31.739,104.165,0.13443,0.2836,1.5897,-8.77,0,1,0
554,45.866,76.561,81.554,0.21514,0.2921,1.5273,-8.1,0,1,0
555,47.729,87.118,214.768,0.22939,0.3398,1.527,-10.0,0,1,1
556,24.024,24.795,81.665,0.109,0.3981,1.599,-10.0,0,1,0
557,10.529,19.415,64.008,0.10125,0.2773,1.6032,-10.0,0,1,0
558,25.7,39.207,89.302,0.08937,0.4075,1.6071,-10.0,0,1,0
559,34.937,38.355,77.891,0.09009,0.259,1.5358,-10.0,0,1,0
560,17.2,29.741,87.79,0.13248,0.4419,1.5516,-10.0,0,1,0
561,36.224,48.348,19.269,0.03542,0.0743,1.4672,-7.02,0,0,0
562,36.845,49.749,1.0,3e-05,0.05,1.45,-4.89,0,0,0
563,25.576,30.383,17.419,0.06206,0.1065,1.45,-2.77,0,0,0
564,27.205,43.279,25.636,0.14333,0.1499,1.4497,-1.36,0,0,0
565,33.264,59.836,43.728,0.17997,0.1993,1.4491,2.3,0,0,0
566,25.263,33.081,7.559,0.02006,0.1211,1.4483,3.02,0,0,0
567,95.134,194.934,4.492,0.00059,0.1691,1.4471,6.89,0,0,0
568,120.35,182.207,14.62,0.01265,0.0502,1.4457,9.77,0,0,0
569,113.735,150.594,25.461,0.1526,0.1062,1.444,10.81,0,0,0
570,172.802,236.159,21.815,0.06476,0.1257,1.4445,13.82,0,0,0
571,160.21,278.28,17.706,0.05807,0.2335,1.4398,13.84,0,0,0
572,161.274,217.339,10.008,0.0062,0.2041,1.4372,13.56,0,0,0
573,193.402,354.339,8.439,0.00157,0.1418,1.4344,15.8,0,0,0
574,185.505,221.256,12.97,0.02921,0.1618,1.4313,16.3,0,0,0
575,208.403,360.419,11.438,0.02649,0.1011,1.453,17.07,0,0,0
576,218.365,403.802,9.713,0.01334,0.1715,1.4243,17.9,0,0,0
577,234.077,306.249,14.213,0.01088,0.05,1.4204,17.86,0,0,0
578,183.014,344.217,27.668,0.10077,0.2845,1.4263,17.59,0,0,0
579,228.027,383.405,11.341,0.03764,0.0575,1.4119,18.1,0,0,0
580,240.467,442.619,10.912,0.00281,0.079,1.4072,17.86,0,0,0
581,248.942,424.984,7.411,0.00857,0.1585,1.4072,19.33,0,0,0
582,190.212,325.673,19.441,0.0001,0.2673,1.397,18.67,0,0,0
583,185.398,254.229,27.157,0.09549,0.3088,1.4141,18.54,0,0,0
584,201.87,393.626,21.432,0.00164,0.2718,1.3859,19.29,0,0,0
585,219.771,385.052,16.841,0.005,0.2693,1.3924,18.77,0,0,0
586,195.791,284.672,28.055,0.16548,0.2297,1.3738,20.68,0,0,0
587,217.379,294.161,18.262,0.06618,0.2826,1.3674,22.1,0,0,0
588,258.715,439.624,15.392,0.00334,0.17,1.3882,20.82,0,0,0
589,259.642,485.028,9.068,0.00435,0.2388,1.3688,22.14,0,0,0
590,272.858,400.48,32.577,0.04749,0.221,1.4992,24.24,0,0,0
591,259.355,427.964,25.741,0.00429,0.3133,1.4169,22.11,0,0,0
592,211.775,375.053,38.418,0.09909,0.3643,1.4419,21.94,0,0,0
593,202.077,289.039,27.452,0.008,0.3403,1.4366,19.1,0,0,0
594,187.175,352.138,27.141,0.00491,0.35,1.4562,17.99,0,0,0
595,168.428,261.229,27.045,0.02163,0.3532,1.4055,18.67,0,0,0
596,201.697,359.982,31.421,0.00578,0.2919,1.4397,18.44,0,0,0
597,179.1,310.627,35.624,0.12518,0.3746,1.4212,18.31,0,0,0
598,178.422,238.612,34.831,0.02565,0.3997,1.405,17.84,0,0,0
599,166.152,301.791,39.077,0.04712,0.4334,1.4161,19.83,0,0,0
600,0.875,0.913,302.138,0.8051,0.4679,1.377,3.84,1,0,0
601,0.54,1.634,243.895,0.68208,0.3903,1.3328,-4.62,1,0,0
602,0.743,1.325,392.386,0.86978,0.4882,1.3534,1.58,1,0,0
603,1.122,0.164,277.209,0.71962,0.4677,1.3288,0.4,1,0,0
604,1.353,1.789,410.594,0.80207,0.335,1.3591,-2.74,1,0,0
605,1.705,1.901,398.997,0.77431,0.3814,1.3343,3.98,1,0,0
606,0.15,0.236,424.134,0.91177,0.4453,1.3618,-5.38,1,0,0
607,1.788,0.108,349.418,0.64537,0.4201,1.2917,-3.81,1,0,0
608,1.154,1.341,383.58,0.7667,0.3855,1.2115,-1.86,1,0,0
609,0.361,0.46,464.81,0.95779,0.5326,1.3186,-2.28,1,0,0
610,1.595,1.843,275.306,0.80067,0.4974,1.3132,4.14,1,0,0
611,0.669,0.117,367.226,0.94309,0.4313,1.2601,-0.07,1,0,0
612,1.569,1.252,509.969,0.96233,0.3972,1.2519,0.55,1,0,0
613,24.652,39.738,52.445,0.09937,0.5274,1.2312,2.81,0,0,0
614,9.944,17.662,35.092,0.06538,0.4594,1.1603,2.92,0,0,0
615,68.411,96.943,39.445,0.16362,0.5068,1.1919,5.88,0,0,0
616,63.591,87.731,21.025,0.00846,0.5027,1.1534,6.51,0,0,0
617,69.765,109.152,32.353,0.01408,0.508,1.1724,7.34,0,0,0
618,92.341,155.274,27.269,0.00465,0.5062,1.2088,10.59,0,0,0
619,87.682,162.079,33.252,0.00381,0.5578,1.1451,11.37,0,0,0
620,107.931,148.957,32.366,0.04249,0.4814,1.2139,11.31,0,0,0
621,102.072,198.801,40.711,0.03433,0.614,1.1202,13.23,0,0,0
622,104.789,140.824,33.894,0.00675,0.5092,1.1439,12.05,0,0,0
623,102.979,171.446,52.525,0.10009,0.5509,1.1276,12.36,0,0,0
624,73.581,114.89,78.541,0.20153,0.8268,1.1188,13.74,0,0,0
625,93.662,135.194,47.027,0.12412,0.5977,1.0875,13.73,0,0,0
626,69.275,104.319,59.893,0.23587,0.649,1.0562,12.59,0,0,0
627,122.733,195.962,31.434,0.04432,0.6144,1.0474,13.94,0,0,0
628,84.662,153.194,58.708,0.15737,0.6557,1.1086,12.54,0,0,0
629,124.14,162.598,38.935,0.00373,0.6286,1.0598,13.92,0,0,0
630,138.666,270.636,34.933,0.03696,0.5682,1.0486,16.11,0,0,0
631,130.673,194.473,39.922,0.09618,0.5525,1.0649,16.74,0,0,0
632,174.685,286.236,40.105,0.03552,0.5381,0.9462,19.52,0,0,0
633,183.189,264.684,28.255,0.04735,0.6113,0.9176,21.24,0,0,0
634,173.522,232.821,22.97,0.00778,0.6259,0.9766,20.29,0,0,0
635,170.8,291.675,38.955,0.00648,0.5993,0.9906,19.68,0,0,0
636,151.429,242.538,40.376,0.02035,0.707,0.9447,20.52,0,0,0
637,197.902,279.429,39.084,0.00517,0.6334,1.0063,22.18,0,0,0
638,180.782,274.992,43.561,0.00385,0.6349,0.9481,21.55,0,0,0
639,178.309,310.807,45.334,0.07883,0.6314,0.9049,19.67,0,0,0
640,158.38,237.663,46.49,0.08356,0.6068,0.9118,20.49,0,0,0
641,162.048,252.924,30.858,0.01285,0.6355,0.8864,20.48,0,0,0
642,181.082,289.397,33.4,0.10769,0.5534,0.8635,20.45,0,0,0
643,179.277,296.896,37.715,0.00276,0.7792,0.8683,22.2,0,0,0
644,168.167,273.681,55.029,0.09449,0.6468,0.9107,22.14,0,0,0
645,203.09,359.356,25.309,0.0027,0.6154,0.8507,23.18,0,0,0
646,187.597,294.108,27.157,0.02982,0.5528,0.7934,22.38,0,0,0
647,206.522,356.212,39.108,0.00432,0.5736,0.8637,23.12,0,0,0
648,150.254,199.076,39.744,0.0316,0.7048,0.8591,21.4,0,0,0
649,163.143,293.655,46.79,0.06226,0.7222,0.8072,21.7,0,0,0
650,189.945,264.971,33.205,0.00373,0.5856,0.808,21.17,0,0,0
651,190.108,309.3,24.876,1e-05,0.5944,0.7264,22.52,0,0,0
652,195.162,322.905,42.452,0.13879,0.539,0.7175,22.87,0,0,0
653,203.57,299.789,38.224,0.06467,0.6168,0.7088,23.0,0,0,0
654,206.453,285.073,29.076,0.00585,0.7253,0.7003,24.43,0,0,0
655,221.039,427.925,30.163,0.0218,0.5918,0.692,24.94,0,0,0
656,216.544,282.89,33.31,0.04666,0.6014,0.6838,26.7,0,0,0
657,221.075,425.412,39.248,0.07169,0.7144,0.6759,27.69,0,0,0
658,202.854,244.329,37.256,0.04059,0.6687,0.6681,26.77,0,0,0
659,234.191,301.983,28.302,0.02985,0.5912,0.6606,26.31,0,0,0
660,228.71,376.048,22.714,0.00843,0.5793,0.6533,25.54,0,0,0
661,232.752,459.287,34.284,0.0224,0.6163,0.6462,26.5,0,0,0
662,251.038,492.764,25.072,0.01066,0.5782,0.6393,27.95,0,0,0
663,227.334,292.639,23.344,0.03745,0.5787,0.6326,27.45,0,0,0
664,194.369,372.858,42.731,0.1222,0.6746,0.6262,28.09,0,0,0
665,250.683,372.337,26.984,0.08395,0.5194,0.6201,29.04,0,0,0
666,204.04,401.354,20.39,0.00302,0.7295,0.6141,27.99,0,0,0
667,261.529,381.824,31.318,0.00409,0.6494,0.6084,30.39,0,0,0
668,292.14,479.083,13.588,0.0011,0.4904,0.603,29.25,0,0,0
669,258.052,456.05,37.507,0.02191,0.6353,0.5978,30.58,0,0,0
670,245.815,385.467,33.263,0.0143,0.6551,0.5928,28.06,0,0,0
671,240.809,438.426,30.178,0.09118,0.4924,0.5881,27.51,0,0,0
672,241.796,336.636,29.957,0.00389,0.6132,0.5837,28.3,0,0,0
673,282.206,359.424,23.528,4e-05,0.5453,0.5796,28.71,0,0,0
674,262.305,453.266,24.479,0.0307,0.5372,0.5757,29.2,0,0,0
675,196.808,388.558,45.63,0.14524,0.6662,0.572,28.0,0,0,0
676,215.451,347.022,48.055,0.11749,0.5804,0.5687,26.58,0,0,0
677,235.617,463.646,29.959,0.06612,0.5783,0.5656,27.13,0,0,0
678,262.433,469.117,17.14,0.01052,0.4652,0.5628,26.36,0,0,0
679,226.165,307.338,25.243,0.00313,0.5721,0.5602,25.09,0,0,0
680,242.304,338.211,27.456,2e-05,0.5249,0.558,25.32,0,0,0
681,195.594,333.212,41.554,0.14317,0.5161,0.556,25.19,0,0,0
682,225.199,363.563,34.61,0.01018,0.5761,0.5543,23.68,0,0,0
683,191.154,253.728,45.864,0.17148,0.5275,0.5529,24.15,0,0,0
684,217.06,336.011,34.67,0.087,0.4605,0.5517,23.51,0,0,0
685,250.761,344.545,29.798,0.00822,0.4501,0.5509,24.31,0,0,0
686,226.722,427.872,27.226,0.01536,0.5194,0.5503,22.29,0,0,0
687,213.511,275.336,28.115,0.11257,0.3691,0.55,23.23,0,0,0
688,208.339,390.328,29.551,0.06392,0.4488,0.55,23.86,0,0,0
689,250.737,434.609,33.99,0.07078,0.436,0.5503,24.2,0,0,0
690,130.1,243.073,93.633,0.33296,0.629,0.5509,22.97,0,1,0
691,132.19,257.198,89.017,0.178,0.668,0.5517,19.82,0,1,0
692,131.008,178.756,99.754,0.20749,0.5583,0.5529,15.18,0,1,0
693,145.574,203.059,55.445,0.06772,0.4876,0.5543,15.86,0,1,0
694,131.825,246.566,95.879,0.20116,0.4908,0.5785,15.94,0,1,0
695,124.695,188.241,70.306,0.17988,0.5307,0.5655,14.95,0,1,0
696,92.968,138.404,353.918,0.23091,0.5724,0.5677,15.29,0,1,1
697,79.992,104.135,79.697,0.18063,0.6336,0.6078,11.81,0,1,0
698,83.874,98.436,90.028,0.11349,0.491,0.5806,10.99,0,1,0
699,99.83,167.294,61.35,0.16698,0.5331,0.5712,10.94,0,1,0
700,42.254,79.218,62.208,0.08923,0.5632,0.592,6.25,0,1,0
701,53.37,86.824,85.083,0.07654,0.564,0.5957,4.21,0,1,0
702,24.332,41.276,62.749,0.09981,0.4505,0.5996,-1.53,0,1,0
703,17.693,31.818,84.051,0.14828,0.4449,0.5837,-3.14,0,1,0
704,33.573,49.62,94.294,0.18924,0.5037,0.6131,-3.86,0,1,0
705,29.257,49.919,52.446,0.12234,0.4304,0.5978,-1.82,0,1,0
706,35.064,55.725,95.669,0.12585,0.5252,0.5978,-0.73,0,1,0
707,37.592,80.676,66.116,0.11784,0.5208,0.603,-2.24,0,1,0
708,37.845,66.839,85.126,0.14957,0.3587,0.6084,-5.66,0,1,0
709,22.356,34.14,58.909,0.14736,0.4451,0.6141,-6.24,0,1,0
710,25.238,37.192,56.554,0.07132,0.364,0.6676,-8.04,0,1,0
